Ctfd on demand 
למידה בדרך חוויתית
מורה סורק לאפליקציה קובץ pdf עם החומד הנלמד, ומקבל בחזרה קובץ שאלות ופתרונות על החומר במבנה של חדר בריחה,1
אפשר מנטור לweb לשאלה קצרה? קבוצה 19,1
אפשר מנטור בבקשה לקבוצה 3 בנושא java ושרתים?,1
אפליקציה בשיתוף משרד החינוך, המאפשרת לתלמידים מהכיתות הנמוכות לשאול שאלות ולתלמידים מכיתות גבוהות יותר לענות ולצבור נקודות וע״י כך לקבל בונוס לציון הבגרות.,1
אפליקצייה לשינון למידה וחזרה של מילים באנגלית, תוך משוב מיידי למורה. בשלב ראשון, בשלב שני הרחבה לתחומי לימוד נוספים.,1
מדובר באפליקציה המאפשרת לאנשים ליצור / להצטרף לקבוצות למידה בספרייה. כמו כן במידה ומישהו יצטרף לשולחן למידה מסוים הוא יוכל לגשת לצאט הקבוצתי של אותה קבוצה.,1
ערב טוב. בבקשה שכל קבוצה תשלח לי את נושא הפרוייקט שלה בכמה מילים,1
*להגיע לחדר 56.4.5,1
שלום האקרים. עלה פוסט לפייסבוק על מסאג׳ שמתחיל בשעה 6. מהרו להירשם מספר המקומות מוגבל ביותר,1
יש אולי דרך לקבל אישור חניה בקמפוס תחתון כדי שהרכב יהיה קרוב יותר בלילה?,1
חברים מבקש לא להגיע לספריה אלא לבניין 52 אודיטוריום ראאב,1
האקר/ית, האקתון אריאל עוד רגע כבר כאן.
רק רצינו להזכיר לכם שאנחנו נפגשים ביום ראשון בשעה 9:00 בבניין 52 קומה 2 להרשמה/אישור הרשמה וקבלת ציוד.
ההרשמה תהיה פתוחה עד השעה 11:00
*תהיה עמדת קפה וכיבוד
בהצלחה לכולם, צוות HackAU.
בנוסף בכדי לקבל את המתנות כל ראש קבוצה חייב לרשום את קבוצתו בלינק המצורף, המשך יום טוב ושבת שלום.
https://forms.gle/vdYZKEDmXyYK124n8,1
שבוע טוב חברים,
מחר נפגשים בשעה 9:00 בבניין 52 להרשמה וקבלת ציוד ומישם נמשיך לכנס פתיחה.
בהצלחה לכל המשתתפים.,1
ערב טוב לכולם. 
אני מבקש מכל ראש קבוצה למלא את הטופס המצורף. טופס זה יחסוך המון זמן ביום ההרשמה ויפנה לכם יותר זמן לתכנת.,1
שלום,
אפשר בבקשה להעביר את המצגות שהשתמשו בהם בדרך כלשהי?,1
23,0
מספר קבוצה ?,0
יש מנטור שיכול לעזור עם JavaScript?,0
פלטפורמה לתמיכה במרצה בזמן ההרצאה על מנת לשפר את רמת ההבנה במהלכה,0
תודה,0
איפה המסאז'?,0
קומה שלוש חדר מדרגות יש חדר,0
קבוצה 3 בקומה 3 ליד המעלית צריכים מאוד מנטור באנדרואיד,0
בדרך,0
חברה מי עוד צריך כאן המנטורים שיודעים אנדרואיד?,0
אפליקציה לצילום פתרונות תרגילי גיאומטריה ומתן משוב בזמן אמת,0
בחדר מדרגות. יש איחור של עשרים דקות,0
איפה נמצא חדר 13 בקומה 3?,0
רשת חברתית חינוכית שתשפר את איכות הלמידה וההוראה
מטרת הפרוייקט היא לשפר את איכות ההוראה.
אנשי חינוך מצטיינים יתוגמלו על ידי צד שלישי.
מאידך, מערכת אדפטיבית שתנחה את התלמיד ללמידה נכונה ומותאמת אישית.
כל זאת כחלק ממבנה של רשת חברתית עדכנית ומעניינת.,0
כן, אחד שמבין בandroid studio , קבוצה מס 42,0
חברים יש קבוצה שצריכה מנטור?,0
אפליקציה ללמידת חומר למבחן תוך למידת הצרכים הספציפיים של התלמיד בזמן אמת והתאמת המערכת אליו (לדוגמא רמת קושי, קשב וכו),0
This message was deleted,0
למידה באמצעות סירטונים אינטראקטיביים,0
לאן להגיע?,0
בנוסף, רק משעה שש ניתן להשתמש בשוברים,0
המשך ערב טוב ,0
ערב טוב לכל ההאקרים. 
כל ראש קבוצה שיגיע לקבל שוברים לארוחת ערב. 
רק ראש קבוצה מגיע ולוקח לשאר חברי הקבוצה, בנוסף חייב להיות עם חולצה ותג,0
אנחנו נשמח. קבוצה 27 - לגבי web,0
האם מישהו צריך עוד מנטור?,0
לינק לפייסבוק ?,0
לא,0
יש גם קבוצות במעבדה?,0
אם יש מנטור בנושא חינוך / פסיכולוגיה, לעזרה בניתוח פסיכולוגי וקוגניטיבי של התלמיד,0
אנחנו רוצים להתחיל באודיטוריום,0
נשמח לעזרה באפליקציית אנדרואיד 
קבוצת תרמובוט,0
עזרה בDL 
קבוצת חינוך נותן בראש,0
מי שעוד לא הגיע להירשם זה הזמן, עוד מעט סוגרים את ההרשמה,0
עזרה באנדרואיד סטודיו קבוצת החינוכית,0
אני כותבת את כל הבקשות שלכם.,0
כשיגיעו המנטורים הצוות אותם לפי הבקשות,0
אבקש עזרה באפליקציה באנדרואיד סטודיו 
קבוצת Ctrl Alt Elite,0
אנחנו נשמח לעזרה בcloude ibm  וספריית django צוות Ladybug,0
Revital Marbel,0
נצטרך עזרה בתחום של machine learning 
   קבוצת epsilon,0
נצטרך עזרה בנושא של אפליקציות elementurium,0
אחלה שמות,0
Illumedu,0
רועי רינקוב,0
קדימה חברים, להגיע להירשם,0
הי כתבו נא את שם הקבוצה..,0
tech force,0
מה שם הקבוצה?,0
הפעלת התוספות של ibm,0
אנחנו צריכים צריכים מנטור בתחום machine learning (nlp זיהוי תמונה) וכן מנטור בתחום החינוך המתמטי,0
באיזה נושא?,0
כן הקבוצה שלנו תשמח,0
בוקר טוב לכולם. אם יש קבוצה שיודעת שהיא תצטרך עזרה ממנטור בנושא מסוים נשמח לדעת,0
לצערי לא,0
אין מה לנסות לתפוס מקום השולחנות מסודרים לפי מספרים שהוחלטו,0
הקבוצה PotatoChip לא תוכל להגיע היןם,0
ידידיה מנחם-� �ימרי,0
חליתי, וכנראה לא אוכל להשתתף. אני אשלח לכאן ראש קבוצה מחליף בקרוב.,0
תודה,0
איפה הכנס פתיחה?,0
אודיטוריום ראאב, בניין 52,0
תודה יש לי הכל :),0
תביא איתך את המתאמים והכבלים הרצויים. קיים מסך וכבל vga לכל קבוצה,0
שלום רב - יש לי שאלה - יש לי מחשב נייח ומסך ומקלדת והכל - האם אפשר להביא להאקתון?,0
כן,0
בוקר טוב לכולם. יש הרבה ראשי קבוצה שלא רשמו את הקבוצה להאקתון. ככל שירשמו יותר יהיה יותר זמן לתכנות ולהצלחת הפרויקט שלכם. 
אנא תנו 3 דקות ותרשמו אותם.
תודה והמשך יום טוב .
https://forms.gle/vdYZKEDmXyYK124n8,0
שאלה - האם אחד מחברי הקבוצה יכול לצאת במהלך היום  הראשון לכמה שעות ?,0
https://www.facebook.com/hackarielu/,0
כל ראש צוות צריך למלא את הטופס הזה בלי שום קשר להרשמה הראשונית.,0
https://forms.gle/vdYZKEDmXyYK124n8,0
זה בנוסף להרשמה של כל אחד להקטון עצמו? או שלא צריך,0
תודה,0
https://forms.gle/vdYZKEDmXyYK124n8,0
Forwarded,0
מישהו יכול לשלוח לי קישור לזה ? שאוכל לרשום את הקבוצה שלי?,0
This message was deleted,0
לא קיבלתי,0
חברים ההרשמה תיכף נסגרת, מי שאיתכם בקבוצה ולא נירשם זה הזמן האחרון,0
האם יש כאן ראשי קבוצות  שמחפשים לצרף עוד חבר לקבוצה?,0
0:11,0
רועי רינקוב,0
רועי רינקוב,0
10 MB,0
המצגת גם במייל,0
תודה,0
oriel,0
בניין 2, כזה, שולח אותך למסע,0
אחוות אחים,0
אם זה היה האקתון הייתי נותן לך את הבניין הלא נכון,0
Itay Ben Shahar,0
53,0
קומה 4,0
אני איחרתי קצת, איפה המפגש היום?,0
