3.3 - 5.3,1
תאשר,1
אושר,1
?,1
סבבה,1
?,1
ואפשר לראות את האתגרים איפשהו?,1
 אפשר לתת לו את שם המשתמש והסיסמה שלנו?,1
 ???,1
לול,0
אנשים,0
בפרטי,0
אם זה חד פעמי אז אולי אני יכול,0
כן אבל פחות מעוניין,0
לא אתה,0
האם אתה מכיר,0
This message was deleted,0
 ולתכנת משהו שעושה injection לאפלקציה ומשנה בה כל מני דברים?,0
 מכיר?,0
משהו חד פעמי?,0
כרגע כן, אבל יכול להיות שיהיו פרוייקטים דומים כאלה,0
Alen,0
חחחחח תמורת בת אחרת אני מוכן לעשות החלפה,0
סרוסי, צריך לסגור סידורי כפיות בקורס, מי עושה כפית עם מי,0
אתה בן אדם חולה,0
צוחק אבא,0
Photo,0
אין בעיה,0
כןןןןן,0
איף פספסתי,0
חחחחח תמורת בת אחרת אני מוכן לעשות החלפה,0
תמחר,0
תמחק,0
106 kB,0
 להעביר את המספר שלך ותדבר תראה אם מתאים לך?,0
הוא כן,0
הם לא הסכימו לו,0
אמרו שהו4 תריך לקצר את השיער,0
סתם לא ודע,0
Alen,0
הוא לא געש?,0
@שאגי,0
This message was deleted,0
ממס בי לייק,0
ממס בי לייק,0
חחחחחח,0
אפרופו אחמ פיתוח, מכירים מישהו שהתקבל?,0
כן,0
לא אישית,0
אבל היו אנשים שכתבו שהתקבלו,0
חתיכת סוטה,0
לול,0
אני לא יודע תכנות בכלל,0
חרמן,0
פגשתי 4,0
מי עוד פגשת?,0
ו-3 היו דתיות,0
אה לא אחת לא מבר אילן,0
 יעשה שיעורים פרטיים גם בחינם אם צריך,0
אצלינו בפיירוקס אוהבים אתגר,0
חתיכת סוטה,0
פגשתי 3 בנות מבר אילן, 2 מהן היו דתיות,0
 יש משהו לדתיות,0
כן, אמא שלי דתייה ,0
וואי וואי,0
חחחחח פרט חשוב,0
מבר אילן = 50% שהיא דתייה,0
טוב אני צריך להעביר תשובה,0
אצלינו בפיירוקס אוהבים אתגר,0
17:06,0
^,0
סטודנטית,0
 שואל אם יש לה שיער שחור,0
יאפ יש Produce File חחחחח,0
כן אבל זה יראה כל כך דמקומפל שעדיף כבר להעתיק ידנית חחחח,0
חחחחחחל,0
יש אשדודים שרוצים להעביר שיעור פרטי בcpp לסטונדט באוניברסיטה?,0
סטודנטית*,0
מאיזה אוניברסיטה,0
כנראה שבר אילן,0
שאלו בקבוצה של האוניברסיטה,0
באמת חחח?,0
כן אני יודע,0
חחחחחחחחחחחח איזה גדול,0
חחחחחח,0
אם יש לך ida pro אתה יכול לעשות decompile להכל ולעשות לזה export כקובץ c ,0
כנל לHooper,0
נתנו קובץ מקומפל לדוגמא של איך זה צריך לצאת,0
נתנו קובץ מקומפל לדוגמא של איך זה צריך לצאת,0
אני,0
Join group,0
לוללללל,0
יש לי פרוייקט בc להגשה עוד שבוע לאוניברסיטה,0
ה פרוייקט שאמורלים לעבוד עליו כל הסמסטר בוזג,0
בזוג,0
ועכשיו אני מתחיל וחשבתי שהלך עלי,0
אבל הם עשו טעות,0
נתנו קובץ מקומפל לדוגמא של איך זה צריך לצאת,0
פרסמו דוגמא עובדת מקומפלת בטח,0
RE FTW,0
חחחחחחחח,0
מה הפרוייקט,0
370 kB,0
לול,0
בקצרה סודוקו עם מלא דברים,0
תזהר שלא ידפקו אותך על חשד להעתקה,0
אל תדאג,0
אני יודע איך להעתיק,0
cp,0
אלה שעוברים אותך בctftime,0
אוי לא רק לא זה,0
לול לדבתי שתיהיה להם הגנה קצת יותר נורמלית,0
גם אני,0
חחחחח,0
וואי אני גם אעשה,0
אני,0
חחחח ואי עשיתי את זה בHopper,0
זה אירוני,0
לHopper*,0
קרברוס באים,0
מי אלו,0
איזו תוכנה,0
AirParrot 2,0
לול זה עבדדדד,0
וופ וופ יאלוף,0
יפה,0
https://thearkcon.com,0
מי מתכוון לבוא?,0
אה נייס,0
ארז,0
מה אתה מרוורס,0
הורדתי דמו לתוכנה,0
ואז רציתי להוריד פריצה,0
ואז חשבתי לעצמי,0
אני יודע את כל מה שאני צריך כדי לפרוץ בעצמי את התוכנה,0
אמממ סבבה,0
The beauty of reverse engineering,0
פשוט מחקתי את הפונקציה והחלפתי בreturn true,0
לול,0
יפה,0
מרגיש לי כמו CTF,0
איזה secret key הם בחרו,0
אני די בטוח שאין qualifier בסוף,0
כאילו לפי מה שאורן רשם,0
לא נראלי זה qualifier,0
אולי של האתגרים,0
אבל לכנס נראלי כולם יכולים להגיע,0
צריך קודם לעבור את הqualifier באינטרנט,0
אני לא חושב שאתה יכול סתם להגיע,0
מי מגיע?,0
סתם משיחיסט,0
אתם עדיין שם?,0
רציתי גם ,0
https://thearkcon.com/,0
מגניב,0
פייגלין,0
מי זה,0
דאמנ,0
או ייגאד,0
איזה מלךךךך,0
(=21/5),0
=4,0
if.,0
SyntaxError,0
תתאבדדדד,0
תתאבדדדד,0
SyntaxError,0
נחשו מי יהודי חופשי?,0
ביום הןלדת של אלומה,0
לא מתקרב לחרא הזה,0
יותר ממכר מקוקאין,0
סתם,0
איזה קטגוריה הוא,0
Misc אני חושב,0
הוא בבעיות חדשות,0
מי רוצה לשחק משהו,0
ילדים יקרים,0
