בקוד שלך... אם עשית מספר ניסויים וראית לצורך העניין שהאטא הטוב ביותר עבורך היה 0.3 אז בקוד הסופי שלך תרשמי eta=0.3,1
זה לא או או,
אם את עושה שאפל, ואת רוצה להשוות בין ההרצות שלך, אז את לא רוצה שזה באמת יהיה רנדומלי, כי אז יכול להיות שהרצה עם פרמטרים מסויימים הצליחה יותר במקרה,
לכן כשאת בודקת, תרצי לקבע קודם את הרנדומליות עם סיד, ואז לבדוק

כשאת מגישה עדיף שתורידי את זה כדי שזה יהיה באמת רנדומלי

הסיד גורם לזה שאת תנסה לשלוף מספר רנדומלי
אז נניח בהרצה ראשונה זה ייתן לך 8 , אז גם כשתריצי שוב זה ייתן לך 8,
אם לא תשימי זה ייתן לך 8 ואז 6 ואז 4 וכאלה,1
איפה נמצא אלגוריתם svm של multiclass?,0
תחפש מאמר של יוסי,0
הוא מסביר איך עושים,0
תודה רבה,0
הצלחתי להדפיס אבל עדיין לא ברור ממה הוא קורס...תודה על העזרה,0
תבדוק שהגשת בסאסבמיט את  כל המחלקות שדרושות,0
תדפיס הדפסות ממש מתחילת התוכנית,0
הכנסתי הדפסות בתחילת כל פונקציה הוא עדיין לא מדפיס כלום.. יש רעיון? 
מוזר שב u2 אין בעיה בכלל,0
אין סיבה לעשות שאפל על הטסט,0
הם בונים על זה שy1 שלך הוא אותו y1 שלהם,0
שאפל מערבב את המטריצה,0
בפונקציית TEST שמדפיסה אחרי שכבר יש לי W טוב,0
כי הם משווים את הפלט שלך לשלהם,0
מה הכוונה?,0
והאם לעשות שאפל או לא?,0
זה יבטיח ציון מאוד נמוך,0
?,0
בפונקציה שמדפיסה את הגיל (הזו שמריצים בה את ה-TEST) עשיתם גם שאפל או שאין צורך?,0
זה קשור לזה שזה ממש קצת דוגמאות שם משהו כזה,0
בדיוק שים הדפסות,0
יש למישהו סיכומים של כל התרגולים וההרצאות ?,0
נמחק לי כל ההיסטוריה של הווסטאפ,0
תשים הדפסות ואז תראה איפה זה עף,0
השתמשתי ב zscore המובנה אז אין חילוק ב0, ב u2 הוא עובד.. בהגשה זה לא מראה את אאוטפוט שלי,0
שאלה-
למה לעשות epochs ב-PA
אם מראש אנחנו מוצאים את הטאו (וה-W) שיבטיחו ריצה אחת?,0
כלומר לפי מה שחשבתי ב-PA לא צריך לרוץ מספר פעמים על אותה הדוגמה, לא?,0
מישהו יודע אם מומלץ לעשות epoches בpa ?,0
תבדוק שאתה לא מחלק ב0,0
מישהו הגיש וקיבל ציון שונה מ 0?,0
file format not recognized; treating as linker script,0
למישהו קרה בu2 ?,0
